,Contract,MonthlyCharges,tenure,Dependents,SeniorCitizen,InternetService,StreamingTV,StreamingMovies,TechSupport,OnlineSecurity,Churn
6101,Two year,110.25,69,No,1,Fiber optic,Yes,Yes,Yes,Yes,No
6102,Two year,85.0,64,No,0,DSL,Yes,Yes,Yes,Yes,No
6103,Month-to-month,19.75,16,No,0,No,No,No,No,No,No
6104,One year,23.9,4,No,0,No,No,No,No,No,No
6105,One year,111.25,52,No,0,Fiber optic,Yes,Yes,Yes,Yes,Yes
6106,Month-to-month,55.1,2,No,0,DSL,No,No,No,Yes,Yes
6107,Month-to-month,19.95,1,No,0,No,No,No,No,No,No
6108,Month-to-month,25.15,18,No,0,DSL,No,No,No,No,No
6109,Month-to-month,54.15,2,No,0,DSL,No,No,No,No,No
6110,Month-to-month,59.8,19,No,0,DSL,No,Yes,No,No,No
6111,Month-to-month,83.85,40,No,0,Fiber optic,No,Yes,No,No,No
6112,One year,104.9,66,Yes,1,Fiber optic,Yes,Yes,No,No,No
6113,Month-to-month,75.3,21,No,0,Fiber optic,No,No,No,No,No
6114,Month-to-month,66.65,8,No,0,DSL,Yes,No,Yes,No,No
6115,Two year,109.5,72,Yes,0,Fiber optic,Yes,Yes,Yes,Yes,No
6116,One year,73.85,48,No,0,DSL,Yes,No,Yes,No,No
6117,Two year,19.3,69,No,0,No,No,No,No,No,No
6118,Two year,118.2,72,No,0,Fiber optic,Yes,Yes,Yes,Yes,No
6119,One year,51.45,14,No,0,DSL,No,No,No,No,No
6120,Month-to-month,59.45,6,No,0,DSL,Yes,No,No,No,No
6121,Two year,19.5,8,Yes,0,No,No,No,No,No,No
6122,One year,19.55,17,No,0,No,No,No,No,No,No
6123,One year,93.55,65,No,0,Fiber optic,No,Yes,Yes,Yes,No
6124,One year,59.3,57,Yes,0,DSL,No,No,Yes,Yes,No
6125,Month-to-month,102.25,13,No,0,Fiber optic,Yes,Yes,No,No,Yes
6126,Month-to-month,95.9,19,No,1,Fiber optic,Yes,Yes,No,No,Yes
6127,One year,109.8,56,No,0,Fiber optic,Yes,Yes,No,Yes,No
6128,Month-to-month,78.1,14,No,0,Fiber optic,No,Yes,No,No,No
6129,Month-to-month,39.9,52,No,0,DSL,No,Yes,No,Yes,No
6130,Two year,64.9,58,No,0,DSL,No,No,Yes,Yes,No
6131,Month-to-month,95.05,47,No,1,Fiber optic,Yes,No,Yes,No,Yes
6132,Month-to-month,53.4,67,No,0,DSL,Yes,Yes,Yes,No,No
6133,Month-to-month,24.9,2,No,0,DSL,No,No,No,No,No
6134,Month-to-month,44.7,6,No,1,DSL,No,No,No,No,No
6135,Two year,114.0,71,Yes,0,Fiber optic,Yes,Yes,Yes,Yes,No
6136,Two year,20.25,46,Yes,0,No,No,No,No,No,No
6137,Month-to-month,53.85,5,No,0,DSL,No,No,Yes,Yes,Yes
6138,Month-to-month,83.85,67,No,1,Fiber optic,No,No,No,Yes,No
6139,Month-to-month,20.2,3,Yes,0,No,No,No,No,No,No
6140,Month-to-month,19.95,3,No,0,No,No,No,No,No,No
6141,Month-to-month,104.2,52,No,1,Fiber optic,Yes,Yes,No,Yes,Yes
6142,Month-to-month,50.25,42,No,0,DSL,No,No,No,No,Yes
6143,One year,20.35,50,Yes,0,No,No,No,No,No,No
6144,Month-to-month,90.0,23,No,1,Fiber optic,No,Yes,No,Yes,No
6145,Two year,54.2,67,Yes,0,DSL,Yes,No,Yes,Yes,No
6146,Month-to-month,99.5,25,No,0,Fiber optic,Yes,Yes,No,No,Yes
6147,One year,99.1,39,No,1,Fiber optic,Yes,Yes,No,Yes,No
6148,Two year,66.9,69,No,0,DSL,No,No,Yes,Yes,No
6149,One year,25.85,1,No,0,DSL,No,No,No,No,No
6150,Month-to-month,91.05,32,No,0,Fiber optic,Yes,Yes,No,No,No
6151,Month-to-month,71.0,9,No,0,Fiber optic,No,No,No,No,Yes
6152,Month-to-month,93.2,16,No,0,Fiber optic,No,Yes,No,No,Yes
6153,Two year,20.95,60,Yes,0,No,No,No,No,No,No
6154,Two year,109.2,72,Yes,0,Fiber optic,Yes,Yes,Yes,No,No
6155,Month-to-month,19.35,5,No,0,No,No,No,No,No,Yes
6156,Month-to-month,85.8,26,No,1,Fiber optic,Yes,No,No,Yes,No
6157,Month-to-month,19.85,3,No,0,No,No,No,No,No,Yes
6158,Month-to-month,19.65,2,No,0,No,No,No,No,No,No
6159,One year,20.5,2,Yes,0,No,No,No,No,No,No
6160,One year,89.65,36,No,0,DSL,Yes,Yes,Yes,Yes,No
6161,Month-to-month,74.35,7,No,0,Fiber optic,No,No,No,Yes,No
6162,Two year,49.45,60,No,1,DSL,Yes,Yes,No,No,No
6163,Month-to-month,89.1,19,No,0,Fiber optic,No,Yes,No,No,No
6164,Two year,75.15,45,No,1,DSL,No,Yes,Yes,Yes,No
6165,Month-to-month,70.65,4,No,1,Fiber optic,No,No,No,No,No
6166,Month-to-month,104.2,31,Yes,0,Fiber optic,Yes,Yes,Yes,No,Yes
6167,Month-to-month,90.05,47,Yes,0,Fiber optic,No,Yes,No,Yes,No
6168,Month-to-month,79.25,1,No,0,Fiber optic,No,Yes,No,No,Yes
6169,Month-to-month,44.9,1,No,0,DSL,No,No,No,No,Yes
6170,Month-to-month,19.4,1,No,0,No,No,No,No,No,No
6171,Month-to-month,88.75,59,Yes,1,Fiber optic,No,Yes,No,No,No
6172,Month-to-month,70.1,10,No,0,Fiber optic,No,No,No,No,Yes
6173,Month-to-month,91.0,35,No,1,Fiber optic,No,Yes,No,Yes,No
6174,Month-to-month,29.65,4,No,0,DSL,No,No,No,No,Yes
6175,One year,90.8,32,Yes,0,Fiber optic,No,Yes,No,Yes,No
6176,Month-to-month,77.85,43,No,0,Fiber optic,No,No,No,No,Yes
6177,Month-to-month,54.3,4,No,0,DSL,No,Yes,No,No,Yes
6178,Two year,18.95,54,No,1,No,No,No,No,No,No
6179,Month-to-month,95.15,11,No,1,Fiber optic,Yes,Yes,No,No,Yes
6180,Two year,102.4,66,No,1,Fiber optic,Yes,Yes,No,Yes,No
6181,One year,99.9,61,Yes,0,Fiber optic,Yes,Yes,No,No,No
6182,Two year,88.7,72,Yes,0,DSL,Yes,Yes,Yes,Yes,No
6183,One year,54.3,44,Yes,0,DSL,Yes,Yes,Yes,No,No
6184,Month-to-month,55.7,41,No,0,DSL,No,No,No,No,No
6185,One year,103.95,50,No,0,Fiber optic,Yes,Yes,No,Yes,No
6186,One year,110.85,47,No,0,Fiber optic,Yes,Yes,Yes,Yes,Yes
6187,Two year,20.15,8,Yes,0,No,No,No,No,No,No
6188,Month-to-month,20.05,18,No,0,No,No,No,No,No,No
6189,Two year,91.95,72,Yes,0,DSL,Yes,Yes,Yes,Yes,No
6190,Month-to-month,80.5,1,No,0,Fiber optic,No,Yes,No,No,Yes
6191,Month-to-month,55.65,42,No,1,DSL,No,No,No,No,No
6192,Month-to-month,74.7,18,No,1,Fiber optic,No,No,No,No,No
6193,One year,104.15,13,Yes,0,Fiber optic,Yes,Yes,No,No,No
6194,One year,83.65,68,Yes,0,Fiber optic,No,No,Yes,No,No
6195,Month-to-month,72.2,4,No,0,Fiber optic,No,No,No,No,Yes
6196,Two year,110.05,69,No,0,Fiber optic,Yes,Yes,No,Yes,No
6197,Month-to-month,51.5,17,No,0,DSL,No,No,Yes,No,Yes
6198,Two year,25.5,25,Yes,0,No,No,No,No,No,No
6199,Month-to-month,89.55,43,No,1,Fiber optic,Yes,Yes,No,No,Yes
6200,Two year,19.5,59,Yes,0,No,No,No,No,No,No
6201,Month-to-month,80.7,5,No,1,Fiber optic,No,No,No,Yes,No
6202,One year,77.5,21,Yes,0,DSL,Yes,No,Yes,Yes,Yes
6203,One year,105.1,69,Yes,0,Fiber optic,Yes,No,Yes,Yes,No
6204,Month-to-month,25.15,13,No,0,DSL,No,No,No,No,No
6205,Month-to-month,95.25,42,No,0,Fiber optic,Yes,No,No,No,Yes
6206,Month-to-month,95.65,52,No,0,Fiber optic,No,Yes,Yes,No,No
6207,Month-to-month,85.0,46,No,1,Fiber optic,No,Yes,No,Yes,Yes
6208,Two year,80.8,61,No,0,DSL,No,Yes,Yes,Yes,No
6209,One year,24.85,29,No,0,DSL,No,No,No,No,No
6210,One year,54.75,25,Yes,0,DSL,No,No,Yes,No,No
6211,Month-to-month,85.75,5,Yes,0,Fiber optic,Yes,No,Yes,No,Yes
6212,One year,50.75,15,No,0,DSL,Yes,Yes,No,No,No
6213,Two year,20.15,19,Yes,0,No,No,No,No,No,No
6214,Two year,20.05,44,No,0,No,No,No,No,No,No
6215,Month-to-month,98.25,6,No,1,Fiber optic,Yes,Yes,No,No,Yes
6216,Two year,71.6,58,Yes,0,DSL,No,No,Yes,Yes,No
6217,One year,81.45,62,Yes,0,Fiber optic,No,No,No,Yes,No
6218,One year,58.4,70,Yes,0,DSL,Yes,Yes,Yes,No,No
6219,Month-to-month,25.7,1,No,1,DSL,No,No,No,No,Yes
6220,Two year,53.7,10,Yes,0,DSL,No,Yes,Yes,Yes,No
6221,One year,19.6,26,No,0,No,No,No,No,No,No
6222,Month-to-month,89.4,66,No,0,Fiber optic,No,Yes,No,No,No
6223,Month-to-month,69.0,7,Yes,0,Fiber optic,No,No,No,No,Yes
6224,One year,84.2,51,Yes,0,Fiber optic,No,No,Yes,No,No
6225,Two year,106.1,72,Yes,0,Fiber optic,Yes,No,Yes,Yes,No
6226,Two year,25.75,65,No,0,No,No,No,No,No,No
6227,Month-to-month,46.05,2,No,0,DSL,No,No,No,No,Yes
6228,One year,64.95,70,Yes,0,DSL,No,No,Yes,Yes,No
6229,Two year,85.45,72,No,0,DSL,Yes,Yes,Yes,No,No
6230,Month-to-month,20.05,1,Yes,0,No,No,No,No,No,No
6231,Month-to-month,76.4,1,No,1,Fiber optic,No,No,No,No,Yes
6232,Month-to-month,100.5,5,No,0,Fiber optic,Yes,Yes,No,No,Yes
6233,Month-to-month,20.7,3,No,0,No,No,No,No,No,No
6234,Two year,25.3,58,No,0,No,No,No,No,No,No
6235,Month-to-month,40.05,22,Yes,1,DSL,No,Yes,No,Yes,Yes
6236,Month-to-month,100.6,33,No,1,Fiber optic,Yes,Yes,No,No,No
6237,Month-to-month,69.95,1,No,0,Fiber optic,No,No,No,No,Yes
6238,Month-to-month,74.0,54,No,1,Fiber optic,No,No,No,No,No
6239,Two year,99.4,72,No,0,Fiber optic,Yes,Yes,No,No,No
6240,Month-to-month,93.3,1,Yes,0,Fiber optic,Yes,Yes,No,No,Yes
6241,Month-to-month,49.15,3,No,0,DSL,No,No,No,No,Yes
6242,Two year,107.45,72,Yes,0,Fiber optic,No,Yes,Yes,Yes,No
6243,Two year,83.6,72,Yes,0,DSL,Yes,Yes,No,Yes,No
6244,Month-to-month,99.05,54,No,1,Fiber optic,Yes,Yes,No,No,No
6245,One year,80.1,59,No,0,DSL,Yes,Yes,Yes,No,No
6246,Two year,65.3,54,No,0,DSL,Yes,No,No,Yes,No
6247,Two year,89.55,60,No,0,Fiber optic,Yes,No,No,No,No
6248,Two year,60.8,60,No,0,DSL,Yes,Yes,Yes,No,No
6249,Month-to-month,74.5,3,No,0,Fiber optic,No,No,No,No,No
6250,Two year,99.15,69,No,0,Fiber optic,Yes,Yes,No,Yes,No
6251,Month-to-month,19.25,1,Yes,0,No,No,No,No,No,No
6252,Month-to-month,39.45,50,Yes,0,DSL,Yes,No,No,Yes,No
6253,Month-to-month,44.85,56,No,0,DSL,Yes,Yes,No,No,No
6254,Two year,97.2,60,No,0,Fiber optic,Yes,Yes,Yes,Yes,No
6255,One year,110.55,69,No,1,Fiber optic,Yes,Yes,Yes,Yes,No
6256,Month-to-month,35.05,1,No,0,DSL,No,Yes,No,No,Yes
6257,Month-to-month,73.0,1,No,1,Fiber optic,No,No,No,No,Yes
6258,Month-to-month,19.9,3,No,0,No,No,No,No,No,No
6259,Two year,76.95,60,Yes,0,DSL,Yes,Yes,Yes,No,No
6260,Two year,35.4,13,No,0,DSL,No,No,Yes,No,No
6261,Two year,20.45,62,Yes,0,No,No,No,No,No,No
6262,One year,96.75,45,No,0,Fiber optic,No,Yes,No,Yes,No
6263,One year,54.2,25,No,0,DSL,Yes,Yes,Yes,No,No
6264,Two year,100.1,44,No,0,Fiber optic,Yes,Yes,Yes,No,No
6265,Month-to-month,45.25,2,No,0,DSL,No,No,No,No,No
6266,Month-to-month,83.85,33,No,1,Fiber optic,No,No,No,No,Yes
6267,Month-to-month,70.1,1,No,0,Fiber optic,No,No,No,No,Yes
6268,One year,20.85,22,No,0,No,No,No,No,No,No
6269,Month-to-month,33.45,35,No,0,DSL,No,No,Yes,No,No
6270,Two year,20.2,29,Yes,0,No,No,No,No,No,No
6271,One year,85.9,27,No,1,Fiber optic,No,No,No,Yes,No
6272,One year,61.0,54,Yes,0,DSL,No,No,Yes,No,No
6273,Month-to-month,70.65,2,No,1,Fiber optic,No,No,No,No,Yes
6274,One year,86.9,57,No,0,Fiber optic,Yes,No,No,No,No
6275,Two year,69.4,62,No,0,DSL,No,No,Yes,Yes,No
6276,One year,20.35,15,Yes,0,No,No,No,No,No,No
6277,Month-to-month,20.35,2,No,0,No,No,No,No,No,Yes
6278,Two year,104.3,70,No,0,Fiber optic,Yes,Yes,Yes,No,No
6279,Month-to-month,44.95,21,Yes,0,DSL,No,No,No,No,No
6280,One year,49.45,23,Yes,0,DSL,No,No,Yes,No,No
6281,One year,20.6,6,No,0,No,No,No,No,No,No
6282,Two year,19.55,4,Yes,0,No,No,No,No,No,No
6283,Month-to-month,99.0,3,No,0,Fiber optic,Yes,Yes,No,Yes,Yes
6284,Month-to-month,93.5,23,No,0,Fiber optic,Yes,Yes,No,No,No
6285,One year,54.55,26,No,0,DSL,Yes,Yes,Yes,Yes,No
6286,Month-to-month,20.05,8,Yes,0,No,No,No,No,No,No
6287,Month-to-month,83.95,26,No,0,Fiber optic,No,Yes,No,No,Yes
6288,Month-to-month,79.45,2,No,0,Fiber optic,No,No,No,No,No
6289,Two year,116.2,67,No,0,Fiber optic,Yes,Yes,Yes,Yes,Yes
6290,Two year,93.7,71,No,0,Fiber optic,Yes,Yes,No,No,Yes
6291,One year,79.85,59,No,0,DSL,No,Yes,Yes,Yes,No
6292,One year,100.0,39,Yes,0,Fiber optic,Yes,Yes,No,No,No
6293,Two year,19.6,21,Yes,0,No,No,No,No,No,No
6294,Month-to-month,19.7,1,No,0,No,No,No,No,No,Yes
6295,Two year,20.2,48,Yes,0,No,No,No,No,No,No
6296,One year,50.4,31,No,1,DSL,No,Yes,No,Yes,No
6297,One year,113.35,64,Yes,0,Fiber optic,Yes,Yes,Yes,Yes,No
6298,Month-to-month,80.0,46,Yes,0,Fiber optic,No,No,No,No,No
6299,Two year,80.95,52,No,0,DSL,Yes,Yes,Yes,No,No
6300,Two year,24.9,67,Yes,0,No,No,No,No,No,No
6301,Month-to-month,54.9,67,No,1,DSL,No,No,No,No,No
6302,Month-to-month,75.55,5,No,0,Fiber optic,No,No,No,No,Yes
6303,Two year,109.25,71,No,0,Fiber optic,Yes,Yes,Yes,No,No
6304,Month-to-month,77.65,9,No,0,Fiber optic,Yes,No,No,No,Yes
6305,Month-to-month,95.0,26,No,1,Fiber optic,No,Yes,No,Yes,Yes
6306,One year,116.3,71,No,0,Fiber optic,Yes,Yes,Yes,Yes,No
6307,Month-to-month,19.9,32,No,0,No,No,No,No,No,No
6308,Month-to-month,70.35,2,No,0,Fiber optic,No,No,No,No,No
6309,Two year,25.6,71,No,0,No,No,No,No,No,No
6310,One year,44.45,60,No,0,DSL,No,Yes,No,Yes,No
6311,One year,100.15,55,No,1,Fiber optic,Yes,Yes,No,No,No
6312,One year,105.4,54,No,0,Fiber optic,Yes,Yes,Yes,Yes,Yes
6313,Month-to-month,95.85,2,No,0,Fiber optic,Yes,Yes,No,No,Yes
6314,Month-to-month,73.85,6,No,0,Fiber optic,No,No,No,No,No
6315,Two year,70.1,48,Yes,0,DSL,No,Yes,No,Yes,No
6316,Two year,25.25,63,Yes,0,No,No,No,No,No,No
6317,Month-to-month,79.15,1,No,0,Fiber optic,No,No,No,No,Yes
6318,Month-to-month,21.05,12,Yes,0,No,No,No,No,No,No
6319,Month-to-month,24.95,54,No,1,DSL,No,No,No,No,No
6320,One year,64.5,30,Yes,0,DSL,Yes,No,Yes,No,No
6321,Month-to-month,19.65,30,No,0,No,No,No,No,No,Yes
6322,Month-to-month,79.0,4,No,0,Fiber optic,Yes,No,No,No,Yes
6323,One year,105.95,40,No,0,Fiber optic,Yes,Yes,Yes,No,No
6324,Month-to-month,75.85,9,Yes,0,Fiber optic,No,No,Yes,No,No
6325,Month-to-month,91.85,17,Yes,0,Fiber optic,Yes,No,Yes,Yes,Yes
6326,Two year,43.6,62,No,0,DSL,No,Yes,No,No,No
6327,One year,91.25,28,No,0,Fiber optic,Yes,No,Yes,No,No
6328,Two year,89.75,70,No,0,DSL,Yes,Yes,Yes,Yes,No
6329,Two year,104.4,46,No,0,Fiber optic,Yes,Yes,Yes,No,No
6330,Month-to-month,90.15,23,No,0,Fiber optic,No,Yes,No,No,No
6331,One year,40.3,47,Yes,0,DSL,No,No,Yes,Yes,No
6332,Two year,105.25,68,Yes,0,Fiber optic,Yes,Yes,No,Yes,No
6333,One year,106.0,60,No,1,Fiber optic,Yes,Yes,Yes,No,Yes
6334,Two year,104.0,67,Yes,0,Fiber optic,Yes,Yes,Yes,No,No
6335,Month-to-month,69.65,14,No,0,DSL,Yes,Yes,Yes,No,No
6336,Month-to-month,74.3,57,Yes,0,Fiber optic,No,No,No,No,No
6337,One year,100.9,55,Yes,0,Fiber optic,Yes,Yes,No,Yes,No
6338,Month-to-month,20.25,1,No,0,No,No,No,No,No,No
6339,Month-to-month,49.9,1,Yes,0,DSL,No,No,Yes,No,Yes
6340,Month-to-month,96.9,23,No,0,Fiber optic,Yes,No,Yes,No,No
6341,Month-to-month,100.35,13,No,0,Fiber optic,Yes,Yes,No,Yes,Yes
6342,Month-to-month,104.1,47,No,0,Fiber optic,Yes,Yes,No,No,No
6343,One year,20.1,38,No,0,No,No,No,No,No,No
6344,Month-to-month,74.95,38,No,1,Fiber optic,No,No,No,No,Yes
6345,Month-to-month,56.55,2,No,1,DSL,No,No,No,No,No
6346,Month-to-month,49.25,1,Yes,1,DSL,No,No,Yes,No,Yes
6347,Month-to-month,68.6,15,No,0,Fiber optic,No,No,No,No,No
6348,Month-to-month,69.05,26,No,0,Fiber optic,No,No,No,No,No
6349,Two year,19.7,35,Yes,0,No,No,No,No,No,No
6350,Month-to-month,20.05,3,Yes,0,No,No,No,No,No,No
6351,Month-to-month,103.7,50,Yes,0,Fiber optic,Yes,Yes,Yes,No,Yes
6352,Month-to-month,94.4,42,No,0,Fiber optic,No,Yes,No,Yes,No
6353,Month-to-month,54.95,10,No,0,DSL,No,No,Yes,Yes,No
6354,One year,93.7,61,No,0,Fiber optic,No,Yes,Yes,Yes,No
6355,Two year,110.25,68,No,0,Fiber optic,Yes,Yes,Yes,Yes,No
6356,One year,98.9,10,No,0,Fiber optic,Yes,Yes,No,Yes,No
6357,One year,89.75,65,No,0,Fiber optic,No,No,No,Yes,Yes
6358,Two year,80.45,72,Yes,0,DSL,Yes,Yes,Yes,Yes,No
6359,Month-to-month,79.4,55,Yes,0,Fiber optic,No,No,Yes,No,No
6360,Month-to-month,20.3,1,No,0,No,No,No,No,No,Yes
6361,Month-to-month,62.8,7,No,0,DSL,No,Yes,Yes,No,No
6362,Month-to-month,74.9,2,No,0,Fiber optic,No,No,No,No,No
6363,Month-to-month,74.85,9,No,0,Fiber optic,No,No,No,Yes,No
6364,Two year,25.85,27,Yes,0,No,No,No,No,No,No
6365,Month-to-month,101.95,7,No,1,Fiber optic,Yes,Yes,No,No,Yes
6366,Two year,68.3,64,No,0,DSL,No,Yes,Yes,No,No
6367,Two year,48.4,70,No,0,DSL,No,Yes,Yes,Yes,No
6368,Month-to-month,94.0,2,No,1,Fiber optic,Yes,Yes,No,No,Yes
6369,Two year,105.05,67,No,1,Fiber optic,Yes,Yes,Yes,Yes,No
6370,Month-to-month,89.3,45,No,0,Fiber optic,Yes,No,No,No,Yes
6371,Two year,25.15,24,No,0,No,No,No,No,No,No
6372,Two year,19.5,4,Yes,0,No,No,No,No,No,No
6373,Month-to-month,92.95,44,Yes,0,Fiber optic,Yes,Yes,No,No,No
6374,Two year,20.7,72,Yes,0,No,No,No,No,No,No
6375,Month-to-month,74.3,1,No,0,Fiber optic,No,No,No,No,Yes
6376,Two year,19.35,66,No,0,No,No,No,No,No,No
6377,Month-to-month,44.65,1,No,0,DSL,No,Yes,Yes,No,Yes
6378,Month-to-month,84.05,13,Yes,0,Fiber optic,No,Yes,No,Yes,Yes
6379,Month-to-month,80.7,10,No,0,Fiber optic,No,No,No,No,Yes
6380,Month-to-month,104.35,65,No,1,Fiber optic,Yes,Yes,No,No,No
6381,Month-to-month,19.55,1,Yes,0,No,No,No,No,No,No
6382,One year,74.05,38,Yes,0,DSL,Yes,No,Yes,Yes,No
6383,Two year,40.1,23,Yes,0,DSL,No,No,Yes,Yes,No
6384,One year,20.1,10,No,0,No,No,No,No,No,No
6385,Month-to-month,101.7,4,Yes,0,Fiber optic,Yes,Yes,No,No,Yes
6386,Two year,83.55,72,Yes,0,DSL,Yes,Yes,Yes,Yes,No
6387,Month-to-month,56.85,35,No,0,DSL,No,No,Yes,No,No
6388,Month-to-month,20.4,1,No,0,No,No,No,No,No,Yes
6389,Two year,19.55,58,Yes,0,No,No,No,No,No,No
6390,One year,106.15,70,Yes,0,Fiber optic,Yes,Yes,Yes,No,No
6391,One year,78.95,38,Yes,0,DSL,Yes,Yes,No,No,No
6392,Month-to-month,49.75,60,Yes,0,DSL,Yes,Yes,No,No,No
6393,Month-to-month,92.4,26,No,0,Fiber optic,Yes,No,No,Yes,No
6394,One year,58.2,8,No,0,DSL,No,No,Yes,Yes,No
6395,One year,102.6,41,Yes,0,Fiber optic,Yes,Yes,Yes,No,Yes
6396,Month-to-month,91.95,36,No,1,Fiber optic,Yes,No,No,No,No
6397,One year,65.25,54,No,1,DSL,No,Yes,Yes,No,No
6398,Two year,106.0,71,Yes,0,Fiber optic,Yes,Yes,No,No,Yes
6399,Month-to-month,73.1,55,No,0,Fiber optic,No,No,No,No,No
6400,Two year,59.75,72,No,0,DSL,No,No,No,Yes,No
6401,Month-to-month,55.1,3,Yes,0,DSL,No,No,Yes,Yes,Yes
6402,Two year,59.8,54,Yes,0,DSL,No,No,No,No,No
6403,Two year,116.6,72,Yes,0,Fiber optic,Yes,Yes,Yes,Yes,No
6404,Two year,109.3,52,No,0,Fiber optic,Yes,Yes,Yes,Yes,No
6405,One year,101.4,60,No,1,Fiber optic,Yes,Yes,No,Yes,No
6406,Month-to-month,50.65,39,No,0,DSL,Yes,Yes,No,No,No
6407,One year,56.15,15,No,0,DSL,Yes,No,No,No,No
6408,Two year,106.5,69,No,0,Fiber optic,Yes,Yes,Yes,No,Yes
6409,One year,19.2,43,Yes,0,No,No,No,No,No,No
6410,One year,83.0,63,No,1,DSL,Yes,No,Yes,Yes,No
6411,Month-to-month,70.1,2,No,1,Fiber optic,No,No,No,No,No
6412,Two year,108.3,72,Yes,0,Fiber optic,Yes,Yes,Yes,Yes,No
6413,Month-to-month,91.05,32,Yes,0,Fiber optic,No,Yes,No,No,Yes
6414,Two year,25.25,40,Yes,0,No,No,No,No,No,No
6415,One year,45.35,58,No,0,DSL,Yes,No,No,Yes,No
6416,Two year,43.9,67,No,0,DSL,Yes,No,Yes,Yes,No
6417,Month-to-month,77.5,51,No,1,Fiber optic,No,No,No,Yes,Yes
6418,One year,79.3,31,No,0,DSL,Yes,Yes,Yes,No,No
6419,Month-to-month,84.9,69,No,1,Fiber optic,No,No,No,Yes,No
6420,One year,79.25,32,No,0,Fiber optic,No,No,Yes,No,No
6421,Two year,71.05,21,No,0,DSL,Yes,No,Yes,Yes,No
6422,One year,53.75,52,No,0,DSL,No,No,No,Yes,No
6423,Two year,24.25,72,Yes,0,No,No,No,No,No,No
6424,Two year,54.2,72,No,0,DSL,Yes,Yes,No,No,Yes
6425,One year,44.25,52,Yes,0,DSL,No,Yes,No,Yes,No
6426,One year,50.05,41,No,0,DSL,No,No,Yes,No,No
6427,Two year,20.15,41,No,0,No,No,No,No,No,No
6428,Month-to-month,69.25,6,No,0,Fiber optic,No,No,No,No,Yes
6429,One year,69.35,67,Yes,0,DSL,No,No,Yes,Yes,No
6430,Month-to-month,19.35,16,Yes,0,No,No,No,No,No,No
6431,Two year,19.15,17,No,0,No,No,No,No,No,No
6432,Month-to-month,61.0,35,No,0,DSL,No,No,No,Yes,No
6433,Two year,20.5,58,Yes,0,No,No,No,No,No,No
6434,Month-to-month,50.5,1,No,0,DSL,No,No,No,No,Yes
6435,Two year,50.2,52,Yes,0,DSL,Yes,No,Yes,No,No
6436,Two year,79.6,70,No,0,DSL,Yes,Yes,Yes,Yes,No
6437,Two year,24.9,19,Yes,0,No,No,No,No,No,No
6438,Month-to-month,74.4,1,No,1,Fiber optic,No,No,No,No,Yes
6439,Month-to-month,106.9,35,Yes,0,Fiber optic,Yes,Yes,Yes,Yes,No
6440,Month-to-month,101.35,32,No,0,Fiber optic,Yes,Yes,No,No,No
6441,Month-to-month,55.35,17,Yes,0,DSL,No,No,Yes,Yes,No
6442,One year,50.55,67,Yes,0,DSL,No,No,No,No,No
6443,Month-to-month,19.5,9,No,0,No,No,No,No,No,No
6444,One year,79.45,31,Yes,0,DSL,Yes,Yes,Yes,No,Yes
6445,Month-to-month,90.65,4,No,0,Fiber optic,Yes,No,No,Yes,No
6446,One year,89.85,58,Yes,1,Fiber optic,No,No,Yes,Yes,No
6447,One year,79.0,60,No,0,DSL,Yes,Yes,Yes,Yes,No
6448,One year,104.65,58,No,0,Fiber optic,Yes,Yes,Yes,No,Yes
6449,Month-to-month,19.55,1,No,0,No,No,No,No,No,No
6450,Two year,19.9,27,Yes,0,No,No,No,No,No,No
6451,One year,116.25,66,Yes,1,Fiber optic,Yes,Yes,Yes,Yes,No
6452,Month-to-month,87.75,15,No,0,Fiber optic,Yes,No,No,Yes,No
6453,Month-to-month,100.05,47,No,1,Fiber optic,Yes,Yes,No,No,Yes
6454,Month-to-month,81.3,41,No,0,Fiber optic,No,No,No,Yes,No
6455,Month-to-month,44.3,59,No,0,DSL,Yes,Yes,No,No,No
6456,Two year,70.35,50,Yes,0,Fiber optic,No,No,No,No,No
6457,One year,44.45,17,Yes,0,DSL,Yes,No,No,Yes,No
6458,Month-to-month,49.15,6,Yes,0,DSL,No,No,No,Yes,No
6459,Month-to-month,29.45,51,No,1,DSL,No,No,No,No,No
6460,Month-to-month,100.55,44,No,0,Fiber optic,Yes,Yes,Yes,No,Yes
6461,Month-to-month,85.3,49,No,0,Fiber optic,Yes,No,No,No,No
6462,Month-to-month,95.65,2,No,0,Fiber optic,Yes,Yes,No,No,Yes
6463,One year,69.1,59,No,0,DSL,No,Yes,Yes,Yes,No
6464,Month-to-month,70.35,50,No,1,DSL,Yes,No,No,Yes,No
6465,Two year,20.6,59,Yes,0,No,No,No,No,No,No
6466,Month-to-month,74.15,18,No,0,Fiber optic,No,No,No,No,No
6467,Month-to-month,75.05,10,No,0,Fiber optic,No,No,No,No,No
6468,One year,44.6,14,No,0,DSL,No,No,No,No,No
6469,Two year,21.45,35,No,0,No,No,No,No,No,No
6470,One year,43.45,8,Yes,0,DSL,No,No,No,No,No
6471,One year,20.05,18,Yes,0,No,No,No,No,No,No
6472,One year,94.15,60,Yes,0,Fiber optic,Yes,No,No,Yes,No
6473,Month-to-month,94.4,1,No,0,Fiber optic,Yes,Yes,No,No,Yes
6474,Two year,19.55,6,No,0,No,No,No,No,No,No
